experiment,choice,count,share
hebart2023things/exp1.csv,mulch,2906,0.0006184083963942492
hebart2023things/exp1.csv,muffin,2905,0.0006181955924037488
hebart2023things/exp1.csv,computer,2904,0.0006179827884132483
hebart2023things/exp1.csv,license plate,2904,0.0006179827884132483
hebart2023things/exp1.csv,credit card,2904,0.0006179827884132483
hebart2023things/exp1.csv,gravel,2903,0.0006177699844227479
hebart2023things/exp1.csv,stem,2902,0.0006175571804322475
hebart2023things/exp1.csv,sandwich,2902,0.0006175571804322475
hebart2023things/exp1.csv,cranberry,2902,0.0006175571804322475
hebart2023things/exp1.csv,hummingbird,2901,0.000617344376441747
hebart2023things/exp1.csv,kale,2900,0.0006171315724512466
hebart2023things/exp1.csv,man,2899,0.0006169187684607461
hebart2023things/exp1.csv,palm tree,2897,0.0006164931604797453
hebart2023things/exp1.csv,lavender,2896,0.0006162803564892449
hebart2023things/exp1.csv,pudding,2894,0.000615854748508244
hebart2023things/exp1.csv,twig,2893,0.0006156419445177436
hebart2023things/exp1.csv,peacock,2893,0.0006156419445177436
hebart2023things/exp1.csv,sim card,2893,0.0006156419445177436
hebart2023things/exp1.csv,gum,2892,0.0006154291405272432
hebart2023things/exp1.csv,bun,2892,0.0006154291405272432
hebart2023things/exp1.csv,bubble wrap,2892,0.0006154291405272432
hebart2023things/exp1.csv,tortellini,2891,0.0006152163365367427
hebart2023things/exp1.csv,tooth,2891,0.0006152163365367427
hebart2023things/exp1.csv,eye,2890,0.0006150035325462423
hebart2023things/exp1.csv,windshield,2890,0.0006150035325462423
hebart2023things/exp1.csv,bagel,2890,0.0006150035325462423
hebart2023things/exp1.csv,ice cream,2888,0.0006145779245652415
hebart2023things/exp1.csv,calamari,2888,0.0006145779245652415
hebart2023things/exp1.csv,berry,2888,0.0006145779245652415
hebart2023things/exp1.csv,jam,2887,0.000614365120574741
hebart2023things/exp1.csv,syringe,2885,0.0006139395125937401
hebart2023things/exp1.csv,artichoke,2884,0.0006137267086032398
hebart2023things/exp1.csv,mousepad,2883,0.0006135139046127393
hebart2023things/exp1.csv,toast,2883,0.0006135139046127393
hebart2023things/exp1.csv,mango,2881,0.0006130882966317384
hebart2023things/exp1.csv,okra,2881,0.0006130882966317384
hebart2023things/exp1.csv,polo shirt,2877,0.0006122370806697367
hebart2023things/exp1.csv,bologna,2876,0.0006120242766792362
hebart2023things/exp1.csv,zucchini,2875,0.0006118114726887359
hebart2023things/exp1.csv,wafer,2874,0.0006115986686982354
hebart2023things/exp1.csv,cashew,2874,0.0006115986686982354
hebart2023things/exp1.csv,chalkboard,2873,0.000611385864707735
hebart2023things/exp1.csv,milkshake,2871,0.0006109602567267342
hebart2023things/exp1.csv,flypaper,2869,0.0006105346487457333
hebart2023things/exp1.csv,coral,2869,0.0006105346487457333
hebart2023things/exp1.csv,hole,2868,0.0006103218447552328
hebart2023things/exp1.csv,pothole,2867,0.0006101090407647325
hebart2023things/exp1.csv,stalagmite,2867,0.0006101090407647325
hebart2023things/exp1.csv,ham,2866,0.000609896236774232
hebart2023things/exp1.csv,petal,2866,0.000609896236774232
hebart2023things/exp1.csv,loincloth,2866,0.000609896236774232
hebart2023things/exp1.csv,pecan,2865,0.0006096834327837316
hebart2023things/exp1.csv,box,2865,0.0006096834327837316
hebart2023things/exp1.csv,bread,2864,0.0006094706287932311
hebart2023things/exp1.csv,chocolate,2863,0.0006092578248027307
hebart2023things/exp1.csv,fudge,2862,0.0006090450208122303
hebart2023things/exp1.csv,pastry,2861,0.0006088322168217299
hebart2023things/exp1.csv,eclair,2856,0.0006077681968692277
hebart2023things/exp1.csv,foot,2854,0.0006073425888882268
hebart2023things/exp1.csv,fruitcake,2852,0.000606916980907226
hebart2023things/exp1.csv,vegetable,2850,0.0006064913729262251
hebart2023things/exp1.csv,apple,2850,0.0006064913729262251
hebart2023things/exp1.csv,hairspray,2850,0.0006064913729262251
hebart2023things/exp1.csv,boulder,2849,0.0006062785689357247
hebart2023things/exp1.csv,mustard,2847,0.0006058529609547238
hebart2023things/exp1.csv,applesauce,2846,0.0006056401569642234
hebart2023things/exp1.csv,mail,2845,0.0006054273529737229
hebart2023things/exp1.csv,grass,2845,0.0006054273529737229
hebart2023things/exp1.csv,gourd,2845,0.0006054273529737229
hebart2023things/exp1.csv,melon,2844,0.0006052145489832226
hebart2023things/exp1.csv,chili,2844,0.0006052145489832226
hebart2023things/exp1.csv,chips,2844,0.0006052145489832226
hebart2023things/exp1.csv,snail,2843,0.0006050017449927221
hebart2023things/exp1.csv,graffiti,2843,0.0006050017449927221
hebart2023things/exp1.csv,outlet,2842,0.0006047889410022217
hebart2023things/exp1.csv,bean,2841,0.0006045761370117212
hebart2023things/exp1.csv,brussels sprouts,2841,0.0006045761370117212
hebart2023things/exp1.csv,pedometer,2841,0.0006045761370117212
hebart2023things/exp1.csv,sea urchin,2838,0.00060393772504022
hebart2023things/exp1.csv,donut,2837,0.0006037249210497195
hebart2023things/exp1.csv,tomato,2837,0.0006037249210497195
hebart2023things/exp1.csv,minivan,2834,0.0006030865090782182
hebart2023things/exp1.csv,racehorse,2833,0.0006028737050877178
hebart2023things/exp1.csv,poinsettia,2830,0.0006022352931162165
hebart2023things/exp1.csv,orange rind,2829,0.0006020224891257161
hebart2023things/exp1.csv,whipped cream,2828,0.0006018096851352156
hebart2023things/exp1.csv,eggplant,2826,0.0006013840771542148
hebart2023things/exp1.csv,wig,2825,0.0006011712731637144
hebart2023things/exp1.csv,cupcake,2825,0.0006011712731637144
hebart2023things/exp1.csv,biscuit,2824,0.0006009584691732139
hebart2023things/exp1.csv,sushi,2821,0.0006003200572017127
hebart2023things/exp1.csv,jet,2820,0.0006001072532112122
hebart2023things/exp1.csv,limousine,2820,0.0006001072532112122
hebart2023things/exp1.csv,tag,2820,0.0006001072532112122
hebart2023things/exp1.csv,cereal,2817,0.000599468841239711
hebart2023things/exp1.csv,blueberry,2816,0.0005992560372492105
hebart2023things/exp1.csv,sparkler,2815,0.00059904323325871
hebart2023things/exp1.csv,crucifix,2814,0.0005988304292682096
hebart2023things/exp1.csv,cigar,2813,0.0005986176252777092
hebart2023things/exp1.csv,peppermint,2813,0.0005986176252777092
hebart2023things/exp1.csv,photograph,2813,0.0005986176252777092
hebart2023things/exp1.csv,school bus,2813,0.0005986176252777092
hebart2023things/exp1.csv,hearse,2812,0.0005984048212872088
hebart2023things/exp1.csv,mustache,2812,0.0005984048212872088
hebart2023things/exp1.csv,egg roll,2811,0.0005981920172967083
hebart2023things/exp1.csv,shorts,2811,0.0005981920172967083
hebart2023things/exp1.csv,garbage truck,2810,0.0005979792133062079
hebart2023things/exp1.csv,sprouts,2808,0.0005975536053252071
hebart2023things/exp1.csv,steak,2807,0.0005973408013347066
hebart2023things/exp1.csv,salad,2807,0.0005973408013347066
hebart2023things/exp1.csv,salami,2807,0.0005973408013347066
hebart2023things/exp1.csv,bandage,2806,0.0005971279973442062
hebart2023things/exp1.csv,toy,2806,0.0005971279973442062
hebart2023things/exp1.csv,outfit,2804,0.0005967023893632054
hebart2023things/exp1.csv,flower,2804,0.0005967023893632054
hebart2023things/exp1.csv,ivy,2804,0.0005967023893632054
hebart2023things/exp1.csv,cake,2803,0.0005964895853727049
hebart2023things/exp1.csv,cantaloupe,2800,0.0005958511734012037
hebart2023things/exp1.csv,pine needle,2800,0.0005958511734012037
hebart2023things/exp1.csv,jeep,2799,0.0005956383694107032
hebart2023things/exp1.csv,egg,2797,0.0005952127614297023
hebart2023things/exp1.csv,urinal,2795,0.0005947871534487015
hebart2023things/exp1.csv,squash,2794,0.000594574349458201
hebart2023things/exp1.csv,shortbread,2794,0.000594574349458201
hebart2023things/exp1.csv,cocoon,2793,0.0005943615454677006
hebart2023things/exp1.csv,slot machine,2792,0.0005941487414772001
hebart2023things/exp1.csv,tube top,2790,0.0005937231334961993
hebart2023things/exp1.csv,nut,2790,0.0005937231334961993
hebart2023things/exp1.csv,snowsuit,2789,0.0005935103295056989
hebart2023things/exp1.csv,soup,2788,0.0005932975255151984
hebart2023things/exp1.csv,underwear,2788,0.0005932975255151984
hebart2023things/exp1.csv,fig,2787,0.0005930847215246981
hebart2023things/exp1.csv,sundae,2786,0.0005928719175341976
hebart2023things/exp1.csv,suit,2785,0.0005926591135436972
hebart2023things/exp1.csv,pomegranate,2785,0.0005926591135436972
hebart2023things/exp1.csv,windowsill,2784,0.0005924463095531967
hebart2023things/exp1.csv,dumpster,2784,0.0005924463095531967
hebart2023things/exp1.csv,elbow,2783,0.0005922335055626963
hebart2023things/exp1.csv,pretzel,2782,0.0005920207015721959
hebart2023things/exp1.csv,pistachio,2781,0.0005918078975816955
hebart2023things/exp1.csv,fungus,2780,0.000591595093591195
hebart2023things/exp1.csv,mask,2779,0.0005913822896006946
hebart2023things/exp1.csv,leek,2779,0.0005913822896006946
hebart2023things/exp1.csv,machine gun,2779,0.0005913822896006946
hebart2023things/exp1.csv,log,2778,0.0005911694856101942
hebart2023things/exp1.csv,hummus,2777,0.0005909566816196938
hebart2023things/exp1.csv,scallion,2775,0.0005905310736386928
hebart2023things/exp1.csv,ice,2774,0.0005903182696481925
hebart2023things/exp1.csv,puppet,2773,0.000590105465657692
hebart2023things/exp1.csv,breakfast,2773,0.000590105465657692
hebart2023things/exp1.csv,mannequin,2772,0.0005898926616671916
hebart2023things/exp1.csv,gravy,2772,0.0005898926616671916
hebart2023things/exp1.csv,kimono,2771,0.0005896798576766911
hebart2023things/exp1.csv,grenade,2771,0.0005896798576766911
hebart2023things/exp1.csv,submarine,2770,0.0005894670536861907
hebart2023things/exp1.csv,macadamia,2770,0.0005894670536861907
hebart2023things/exp1.csv,dessert,2769,0.0005892542496956903
hebart2023things/exp1.csv,cauliflower,2769,0.0005892542496956903
hebart2023things/exp1.csv,papaya,2768,0.0005890414457051899
hebart2023things/exp1.csv,chive,2767,0.0005888286417146894
hebart2023things/exp1.csv,jeans,2766,0.000588615837724189
hebart2023things/exp1.csv,pine tree,2764,0.0005881902297431882
hebart2023things/exp1.csv,laptop,2763,0.0005879774257526877
hebart2023things/exp1.csv,book,2763,0.0005879774257526877
hebart2023things/exp1.csv,puddle,2763,0.0005879774257526877
hebart2023things/exp1.csv,dress,2762,0.0005877646217621873
hebart2023things/exp1.csv,spider web,2762,0.0005877646217621873
hebart2023things/exp1.csv,skirt,2761,0.0005875518177716868
hebart2023things/exp1.csv,cabbage,2760,0.0005873390137811865
hebart2023things/exp1.csv,doll,2760,0.0005873390137811865
hebart2023things/exp1.csv,cotton candy,2760,0.0005873390137811865
hebart2023things/exp1.csv,flan,2760,0.0005873390137811865
hebart2023things/exp1.csv,pesto,2760,0.0005873390137811865
hebart2023things/exp1.csv,leaf,2759,0.000587126209790686
hebart2023things/exp1.csv,bone,2759,0.000587126209790686
hebart2023things/exp1.csv,fossil,2757,0.0005867006018096851
hebart2023things/exp1.csv,helicopter,2757,0.0005867006018096851
hebart2023things/exp1.csv,wall,2757,0.0005867006018096851
hebart2023things/exp1.csv,cactus,2755,0.0005862749938286843
hebart2023things/exp1.csv,cracker,2755,0.0005862749938286843
hebart2023things/exp1.csv,beet,2755,0.0005862749938286843
hebart2023things/exp1.csv,rock,2754,0.0005860621898381838
hebart2023things/exp1.csv,tortilla,2754,0.0005860621898381838
hebart2023things/exp1.csv,tattoo,2753,0.0005858493858476834
hebart2023things/exp1.csv,arugula,2753,0.0005858493858476834
hebart2023things/exp1.csv,celery,2753,0.0005858493858476834
hebart2023things/exp1.csv,popsicle,2753,0.0005858493858476834
hebart2023things/exp1.csv,smoothie,2753,0.0005858493858476834
hebart2023things/exp1.csv,wallpaper,2752,0.0005856365818571829
hebart2023things/exp1.csv,snowman,2751,0.0005854237778666826
hebart2023things/exp1.csv,pacifier,2750,0.0005852109738761821
hebart2023things/exp1.csv,guacamole,2749,0.0005849981698856817
hebart2023things/exp1.csv,onion,2748,0.0005847853658951812
hebart2023things/exp1.csv,fire,2748,0.0005847853658951812
hebart2023things/exp1.csv,card,2748,0.0005847853658951812
hebart2023things/exp1.csv,aloe,2746,0.0005843597579141804
hebart2023things/exp1.csv,creme brulee,2745,0.00058414695392368
hebart2023things/exp1.csv,fireworks,2744,0.0005839341499331795
hebart2023things/exp1.csv,poppy,2743,0.0005837213459426792
hebart2023things/exp1.csv,paper bag,2743,0.0005837213459426792
hebart2023things/exp1.csv,curb,2743,0.0005837213459426792
hebart2023things/exp1.csv,souffle,2743,0.0005837213459426792
hebart2023things/exp1.csv,dice,2741,0.0005832957379616783
hebart2023things/exp1.csv,chickpea,2740,0.0005830829339711778
hebart2023things/exp1.csv,space shuttle,2740,0.0005830829339711778
hebart2023things/exp1.csv,fingerprint,2740,0.0005830829339711778
hebart2023things/exp1.csv,pennant,2739,0.0005828701299806774
hebart2023things/exp1.csv,appetizer,2739,0.0005828701299806774
hebart2023things/exp1.csv,t-shirt,2738,0.000582657325990177
hebart2023things/exp1.csv,handcuff,2735,0.0005820189140186756
hebart2023things/exp1.csv,daisy,2734,0.0005818061100281753
hebart2023things/exp1.csv,potato,2733,0.0005815933060376748
hebart2023things/exp1.csv,ice pack,2732,0.0005813805020471744
hebart2023things/exp1.csv,hand,2732,0.0005813805020471744
hebart2023things/exp1.csv,grapefruit,2731,0.0005811676980566739
hebart2023things/exp1.csv,weed,2729,0.0005807420900756731
hebart2023things/exp1.csv,seaweed,2728,0.0005805292860851727
hebart2023things/exp1.csv,map,2728,0.0005805292860851727
hebart2023things/exp1.csv,grape,2727,0.0005803164820946722
hebart2023things/exp1.csv,envelope,2727,0.0005803164820946722
hebart2023things/exp1.csv,icicle,2726,0.0005801036781041718
hebart2023things/exp1.csv,cookie,2726,0.0005801036781041718
hebart2023things/exp1.csv,yolk,2725,0.0005798908741136714
hebart2023things/exp1.csv,powder,2725,0.0005798908741136714
hebart2023things/exp1.csv,footprint,2725,0.0005798908741136714
hebart2023things/exp1.csv,cardigan,2724,0.000579678070123171
hebart2023things/exp1.csv,pear,2723,0.0005794652661326705
hebart2023things/exp1.csv,lemon,2723,0.0005794652661326705
hebart2023things/exp1.csv,snowplow,2722,0.0005792524621421701
hebart2023things/exp1.csv,figurine,2720,0.0005788268541611693
hebart2023things/exp1.csv,asparagus,2718,0.0005784012461801684
hebart2023things/exp1.csv,ambulance,2717,0.0005781884421896679
hebart2023things/exp1.csv,spareribs,2717,0.0005781884421896679
hebart2023things/exp1.csv,bush,2716,0.0005779756381991676
hebart2023things/exp1.csv,starfish,2715,0.0005777628342086671
hebart2023things/exp1.csv,caramel,2714,0.0005775500302181666
hebart2023things/exp1.csv,satellite,2712,0.0005771244222371658
hebart2023things/exp1.csv,shrimp,2710,0.0005766988142561649
hebart2023things/exp1.csv,router,2710,0.0005766988142561649
hebart2023things/exp1.csv,lamb chop,2710,0.0005766988142561649
hebart2023things/exp1.csv,taffy,2710,0.0005766988142561649
hebart2023things/exp1.csv,gold,2709,0.0005764860102656645
hebart2023things/exp1.csv,home plate,2709,0.0005764860102656645
hebart2023things/exp1.csv,cross,2709,0.0005764860102656645
hebart2023things/exp1.csv,pencil,2708,0.000576273206275164
hebart2023things/exp1.csv,rose,2707,0.0005760604022846637
hebart2023things/exp1.csv,buffet,2704,0.0005754219903131623
hebart2023things/exp1.csv,clay,2703,0.000575209186322662
hebart2023things/exp1.csv,revolver,2702,0.0005749963823321615
hebart2023things/exp1.csv,extinguisher,2701,0.0005747835783416611
hebart2023things/exp1.csv,sweet potato,2699,0.0005743579703606602
hebart2023things/exp1.csv,peanut,2699,0.0005743579703606602
hebart2023things/exp1.csv,branch,2699,0.0005743579703606602
hebart2023things/exp1.csv,streetlight,2699,0.0005743579703606602
hebart2023things/exp1.csv,turf,2698,0.0005741451663701598
hebart2023things/exp1.csv,volleyball,2696,0.0005737195583891589
hebart2023things/exp1.csv,candy,2696,0.0005737195583891589
hebart2023things/exp1.csv,garlic,2695,0.0005735067543986584
hebart2023things/exp1.csv,power line,2694,0.0005732939504081581
hebart2023things/exp1.csv,hood,2694,0.0005732939504081581
hebart2023things/exp1.csv,cheese,2693,0.0005730811464176576
hebart2023things/exp1.csv,sauce,2691,0.0005726555384366567
hebart2023things/exp1.csv,almond,2691,0.0005726555384366567
hebart2023things/exp1.csv,seafood,2689,0.0005722299304556559
hebart2023things/exp1.csv,sheet,2689,0.0005722299304556559
hebart2023things/exp1.csv,coat,2686,0.0005715915184841546
hebart2023things/exp1.csv,folder,2686,0.0005715915184841546
hebart2023things/exp1.csv,polaroid,2685,0.0005713787144936542
hebart2023things/exp1.csv,pajamas,2685,0.0005713787144936542
hebart2023things/exp1.csv,bubble,2685,0.0005713787144936542
hebart2023things/exp1.csv,kebab,2684,0.0005711659105031538
hebart2023things/exp1.csv,trolley,2684,0.0005711659105031538
hebart2023things/exp1.csv,star fruit,2683,0.0005709531065126533
hebart2023things/exp1.csv,hoodie,2682,0.0005707403025221529
hebart2023things/exp1.csv,bamboo,2681,0.0005705274985316525
hebart2023things/exp1.csv,videocassette,2680,0.0005703146945411521
hebart2023things/exp1.csv,blouse,2680,0.0005703146945411521
hebart2023things/exp1.csv,toilet,2678,0.0005698890865601512
hebart2023things/exp1.csv,coal,2678,0.0005698890865601512
hebart2023things/exp1.csv,undershirt,2678,0.0005698890865601512
hebart2023things/exp1.csv,pie,2677,0.0005696762825696507
hebart2023things/exp1.csv,beanie,2676,0.0005694634785791504
hebart2023things/exp1.csv,pants,2675,0.0005692506745886499
hebart2023things/exp1.csv,bra,2675,0.0005692506745886499
hebart2023things/exp1.csv,brick,2675,0.0005692506745886499
hebart2023things/exp1.csv,cornmeal,2675,0.0005692506745886499
hebart2023things/exp1.csv,pocket,2675,0.0005692506745886499
hebart2023things/exp1.csv,tinsel,2674,0.0005690378705981494
hebart2023things/exp1.csv,pet food,2674,0.0005690378705981494
hebart2023things/exp1.csv,parfait,2674,0.0005690378705981494
hebart2023things/exp1.csv,arm,2674,0.0005690378705981494
hebart2023things/exp1.csv,raspberry,2673,0.000568825066607649
hebart2023things/exp1.csv,apple tree,2672,0.0005686122626171486
hebart2023things/exp1.csv,fishnet stockings,2672,0.0005686122626171486
hebart2023things/exp1.csv,copier,2670,0.0005681866546361477
hebart2023things/exp1.csv,doormat,2670,0.0005681866546361477
hebart2023things/exp1.csv,teddy bear,2669,0.0005679738506456473
hebart2023things/exp1.csv,bookmark,2667,0.0005675482426646465
hebart2023things/exp1.csv,braid,2667,0.0005675482426646465
hebart2023things/exp1.csv,crayon,2666,0.000567335438674146
hebart2023things/exp1.csv,string cheese,2664,0.0005669098306931451
hebart2023things/exp1.csv,ice-cream cone,2664,0.0005669098306931451
hebart2023things/exp1.csv,eraser,2664,0.0005669098306931451
hebart2023things/exp1.csv,scoreboard,2664,0.0005669098306931451
hebart2023things/exp1.csv,cassette,2664,0.0005669098306931451
hebart2023things/exp1.csv,eggnog,2663,0.0005666970267026448
hebart2023things/exp1.csv,robot,2661,0.0005662714187216439
hebart2023things/exp1.csv,handprint,2660,0.0005660586147311434
hebart2023things/exp1.csv,sweater,2659,0.000565845810740643
hebart2023things/exp1.csv,mascara,2658,0.0005656330067501426
hebart2023things/exp1.csv,hedge,2657,0.0005654202027596422
hebart2023things/exp1.csv,crane,2657,0.0005654202027596422
hebart2023things/exp1.csv,noose,2656,0.0005652073987691417
hebart2023things/exp1.csv,radish,2656,0.0005652073987691417
hebart2023things/exp1.csv,cash machine,2655,0.0005649945947786412
hebart2023things/exp1.csv,sugar cube,2655,0.0005649945947786412
hebart2023things/exp1.csv,avocado,2655,0.0005649945947786412
hebart2023things/exp1.csv,checkbook,2653,0.0005645689867976404
hebart2023things/exp1.csv,marshmallow,2653,0.0005645689867976404
hebart2023things/exp1.csv,scrabble,2653,0.0005645689867976404
hebart2023things/exp1.csv,tablet,2650,0.0005639305748261392
hebart2023things/exp1.csv,plum,2647,0.0005632921628546378
hebart2023things/exp1.csv,piecrust,2647,0.0005632921628546378
hebart2023things/exp1.csv,tugboat,2646,0.0005630793588641374
hebart2023things/exp1.csv,train car,2646,0.0005630793588641374
hebart2023things/exp1.csv,shirt,2644,0.0005626537508831366
hebart2023things/exp1.csv,carrot,2643,0.0005624409468926361
hebart2023things/exp1.csv,barbed wire,2643,0.0005624409468926361
hebart2023things/exp1.csv,mousse,2642,0.0005622281429021357
hebart2023things/exp1.csv,toothpaste,2641,0.0005620153389116353
hebart2023things/exp1.csv,memory stick,2641,0.0005620153389116353
hebart2023things/exp1.csv,tennis ball,2640,0.0005618025349211349
hebart2023things/exp1.csv,blimp,2640,0.0005618025349211349
hebart2023things/exp1.csv,station wagon,2639,0.0005615897309306344
hebart2023things/exp1.csv,squid,2639,0.0005615897309306344
hebart2023things/exp1.csv,highlighter,2637,0.0005611641229496335
hebart2023things/exp1.csv,hay,2637,0.0005611641229496335
hebart2023things/exp1.csv,cucumber,2636,0.0005609513189591332
hebart2023things/exp1.csv,light switch,2634,0.0005605257109781322
hebart2023things/exp1.csv,jumpsuit,2633,0.0005603129069876318
hebart2023things/exp1.csv,saffron,2629,0.0005594616910256301
hebart2023things/exp1.csv,cruise ship,2629,0.0005594616910256301
hebart2023things/exp1.csv,scanner,2629,0.0005594616910256301
hebart2023things/exp1.csv,soy sauce,2628,0.0005592488870351296
hebart2023things/exp1.csv,sausage,2628,0.0005592488870351296
hebart2023things/exp1.csv,tamale,2628,0.0005592488870351296
hebart2023things/exp1.csv,fruit,2627,0.0005590360830446293
hebart2023things/exp1.csv,cloak,2626,0.0005588232790541288
hebart2023things/exp1.csv,blind,2626,0.0005588232790541288
hebart2023things/exp1.csv,hovercraft,2625,0.0005586104750636284
hebart2023things/exp1.csv,thorn,2624,0.0005583976710731279
hebart2023things/exp1.csv,rifle,2624,0.0005583976710731279
hebart2023things/exp1.csv,manhole,2622,0.0005579720630921271
hebart2023things/exp1.csv,tumbleweed,2620,0.0005575464551111262
hebart2023things/exp1.csv,licorice,2620,0.0005575464551111262
hebart2023things/exp1.csv,prune,2619,0.0005573336511206259
hebart2023things/exp1.csv,modem,2619,0.0005573336511206259
hebart2023things/exp1.csv,furnace,2617,0.000556908043139625
hebart2023things/exp1.csv,contact lens,2617,0.000556908043139625
hebart2023things/exp1.csv,pea,2616,0.0005566952391491245
hebart2023things/exp1.csv,swimsuit,2615,0.000556482435158624
hebart2023things/exp1.csv,petri dish,2615,0.000556482435158624
hebart2023things/exp1.csv,film,2614,0.0005562696311681237
hebart2023things/exp1.csv,binder,2614,0.0005562696311681237
hebart2023things/exp1.csv,balloon,2614,0.0005562696311681237
hebart2023things/exp1.csv,aircraft carrier,2614,0.0005562696311681237
hebart2023things/exp1.csv,notepad,2614,0.0005562696311681237
hebart2023things/exp1.csv,bus,2613,0.0005560568271776232
hebart2023things/exp1.csv,gallows,2612,0.0005558440231871228
hebart2023things/exp1.csv,printer,2611,0.0005556312191966223
hebart2023things/exp1.csv,pinball,2610,0.000555418415206122
hebart2023things/exp1.csv,nightshirt,2610,0.000555418415206122
hebart2023things/exp1.csv,bacon,2609,0.0005552056112156215
hebart2023things/exp1.csv,sunflower,2607,0.0005547800032346206
hebart2023things/exp1.csv,soap,2606,0.0005545671992441202
hebart2023things/exp1.csv,peach,2605,0.0005543543952536198
hebart2023things/exp1.csv,lipstick,2604,0.0005541415912631194
hebart2023things/exp1.csv,goalpost,2604,0.0005541415912631194
hebart2023things/exp1.csv,sorbet,2603,0.0005539287872726189
hebart2023things/exp1.csv,christmas card,2603,0.0005539287872726189
hebart2023things/exp1.csv,lobster,2602,0.0005537159832821185
hebart2023things/exp1.csv,bobsled,2600,0.0005532903753011177
hebart2023things/exp1.csv,car,2600,0.0005532903753011177
hebart2023things/exp1.csv,pumpkin,2599,0.0005530775713106172
hebart2023things/exp1.csv,flagpole,2598,0.0005528647673201168
hebart2023things/exp1.csv,electric chair,2598,0.0005528647673201168
hebart2023things/exp1.csv,pom-pom,2598,0.0005528647673201168
hebart2023things/exp1.csv,mulberry,2598,0.0005528647673201168
hebart2023things/exp1.csv,chalk,2597,0.0005526519633296163
hebart2023things/exp1.csv,tulip,2593,0.0005518007473676146
hebart2023things/exp1.csv,orchid,2593,0.0005518007473676146
hebart2023things/exp1.csv,bedpan,2593,0.0005518007473676146
hebart2023things/exp1.csv,seed,2593,0.0005518007473676146
hebart2023things/exp1.csv,blackberry,2591,0.0005513751393866138
hebart2023things/exp1.csv,lego,2589,0.0005509495314056129
hebart2023things/exp1.csv,barnacle,2589,0.0005509495314056129
hebart2023things/exp1.csv,videogame,2588,0.0005507367274151125
hebart2023things/exp1.csv,margarita,2588,0.0005507367274151125
hebart2023things/exp1.csv,grain,2586,0.0005503111194341116
hebart2023things/exp1.csv,nail polish,2586,0.0005503111194341116
hebart2023things/exp1.csv,flour,2584,0.0005498855114531107
hebart2023things/exp1.csv,hard disk,2584,0.0005498855114531107
hebart2023things/exp1.csv,aquarium,2584,0.0005498855114531107
hebart2023things/exp1.csv,detonator,2584,0.0005498855114531107
hebart2023things/exp1.csv,gel,2583,0.0005496727074626104
hebart2023things/exp1.csv,stair,2582,0.0005494599034721099
hebart2023things/exp1.csv,bulldozer,2581,0.0005492470994816095
hebart2023things/exp1.csv,deodorant,2581,0.0005492470994816095
hebart2023things/exp1.csv,blinder,2580,0.000549034295491109
hebart2023things/exp1.csv,chip,2579,0.0005488214915006087
hebart2023things/exp1.csv,sweatsuit,2577,0.0005483958835196078
hebart2023things/exp1.csv,sandal,2576,0.0005481830795291073
hebart2023things/exp1.csv,rosary,2576,0.0005481830795291073
hebart2023things/exp1.csv,grapevine,2574,0.0005477574715481065
hebart2023things/exp1.csv,gem,2573,0.000547544667557606
hebart2023things/exp1.csv,earplug,2573,0.000547544667557606
hebart2023things/exp1.csv,balance beam,2571,0.0005471190595766051
hebart2023things/exp1.csv,tuxedo,2570,0.0005469062555861048
hebart2023things/exp1.csv,cellphone,2569,0.0005466934515956043
hebart2023things/exp1.csv,soda fountain,2569,0.0005466934515956043
hebart2023things/exp1.csv,yogurt,2569,0.0005466934515956043
hebart2023things/exp1.csv,penlight,2568,0.0005464806476051039
hebart2023things/exp1.csv,amber,2568,0.0005464806476051039
hebart2023things/exp1.csv,mussel,2566,0.000546055039624103
hebart2023things/exp1.csv,scaffolding,2565,0.0005458422356336026
hebart2023things/exp1.csv,camper,2563,0.0005454166276526017
hebart2023things/exp1.csv,blazer,2561,0.0005449910196716009
hebart2023things/exp1.csv,coffee bean,2560,0.0005447782156811005
hebart2023things/exp1.csv,rattle,2560,0.0005447782156811005
hebart2023things/exp1.csv,patch,2559,0.0005445654116906
hebart2023things/exp1.csv,ginger,2557,0.0005441398037095992
hebart2023things/exp1.csv,headscarf,2555,0.0005437141957285983
hebart2023things/exp1.csv,shaving cream,2555,0.0005437141957285983
hebart2023things/exp1.csv,mat,2554,0.0005435013917380979
hebart2023things/exp1.csv,cornucopia,2554,0.0005435013917380979
hebart2023things/exp1.csv,batter,2553,0.0005432885877475974
hebart2023things/exp1.csv,shoelace,2552,0.000543075783757097
hebart2023things/exp1.csv,sarcophagus,2549,0.0005424373717855957
hebart2023things/exp1.csv,sequin,2549,0.0005424373717855957
hebart2023things/exp1.csv,candy cane,2548,0.0005422245677950953
hebart2023things/exp1.csv,snowmobile,2547,0.0005420117638045949
hebart2023things/exp1.csv,diamond,2547,0.0005420117638045949
hebart2023things/exp1.csv,canvas,2546,0.0005417989598140944
hebart2023things/exp1.csv,headrest,2545,0.000541586155823594
hebart2023things/exp1.csv,touchpad,2544,0.0005413733518330935
hebart2023things/exp1.csv,eggshell,2544,0.0005413733518330935
hebart2023things/exp1.csv,pineapple,2544,0.0005413733518330935
hebart2023things/exp1.csv,swimming pool,2544,0.0005413733518330935
hebart2023things/exp1.csv,eyepiece,2543,0.0005411605478425932
